text,selected_text,sentiment,textID
" Re: SWA & Pets - Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I know.","- Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I know.",neutral,20046
" Happy Mother`s Day, Kadi!!","Happy Mother`s Day, Kadi!!",positive,20047
"Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]","Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]",neutral,20048
loves listening to people practising on the piano downstairs,loves,positive,20049
"Basically I`ve listened to Miley Cyrus for fourteen hours now, and I love it.",love,positive,20050
 http://tinyurl.com/q3u32x isn`t that the podcasting gear you got in for bit-tech?,isn`t that the podcasting gear you got in for bit-tech?,neutral,20051
" cool, your too good to me you know",your too good,positive,20052
 You are doing the right thing though.  A fridge is where vegetables go to die,You are doing the right thing though.  A fridge is where vegetables go to die,neutral,20053
Proudly watching my film  http://bit.ly/dP2Uh,Proudly wa,positive,20054
 why you not go on the twitters no more?   oh bais!,why you not go on the twitters no more?   oh bais,neutral,20055
oh i hate friday evening.,hate,negative,20056
My apologies for the very impersonal #FF. Swamped today  All great people and great follows though. You can`t go wrong with those folks!,My apologies for the very impersonal #FF. Swamped today  All great people and great follows though. You can`t go wrong with those folks!,neutral,20057
" Follow me please, so I can DM you...","Follow me please, so I can DM you...",neutral,20058
 meagan rochelle 'the one u need' i would say 'cater 2 u' by he didnt produce that.,meagan rochelle 'the one u need' i would say 'cater 2 u' by he didnt produce that.,neutral,20059
_44 Thanks!! It was a bit out of my comfort zone but it was fun,_44 Thanks!! It was a bit out of my comfort zone but it was fun,neutral,20060
is at Klaudine`s. Again...,is at Klaudine`s. Again...,neutral,20061
happy mothers day to all the beautful mums.,happy mothers day,positive,20062
I think it`s time to take a shower & get ready for the dayy.  I hope we go shopping while we`re in Mason today. I want new clothes!!,I think it`s time to take a shower & get ready for the dayy.  I hope we go shopping while we`re in Mason today. I want new clothes!!,neutral,20063
Yay! Made my first sale on RedBubble - that makes me so happy   http://bit.ly/1gURq,Yay!,positive,20064
 Just kidding! Don`t go around quoting me,Just kidding! Don`t go around quoting me,neutral,20065
Oh... I miss the Piano.,miss the Piano.,negative,20066
Just found out my baby cousin is gonna be a dad!!!! At least he`s married already. Everybody is getting married and having kids before me,Just found out my baby cousin is gonna be a dad!!!! At least he`s married already. Everybody is getting married and having kids before me,neutral,20067
posting this from blogspot,posting this from blogspot,neutral,20068
Still in the News Room..however; with audio to turn around!  Just grabbed a tea. Looking forward to after 1 when I get out in this rain,Still in the News Room..however; with audio to turn around!  Just grabbed a tea. Looking forward to after 1 when I get out in this rain,neutral,20069
" Praying for love in a lap dance, and paying in naivety. <--One of my fav songs",my fav,positive,20070
 Cheers. Wish I had more fonts to play with,Cheers.,positive,20071
 My pleasure. I can`t be with my mom on Mother`s Day. But I can spread love.,My pleasure. I can`t be with my mom on Mother`s Day. But I can spread love.,positive,20072
" dammit, no! one tweet from september, noodles is also taken","dammit, no!",negative,20073
 that`s a good attitude,that`s a good attitude,positive,20074
  whenever you are mama!  Let`s do it,whenever you are mama!  Let`s do it,positive,20075
the classes with my students are over  gonna miss them...,gonna miss them...,negative,20076
mary hates me again  i wana walmart it butno one wants to go,mary hates me again,negative,20077
   We`re idiots.  Ok mostly I was skint but hell I could`ve done something......,re idiot,negative,20078
" In my case, it`s going to be exams showing me a thing or two.  I`m very much hopeful about November `09, though.",h hopeful,positive,20079
 ohh i would def give it 2 u but tht was kenyatta`s cam not mine  sry but i want tht pic 2,sry,negative,20080
Happy Mother`s Day! Justin Timberlake`s version a mother`s day gift.. http://bit.ly/6fGxd  -- too funny!!!,Happy Mother`s Day!,positive,20081
" cool, not a big user of DM though","cool, not a big user of DM though",neutral,20082
It`s freakin` hot and humid today.,t`s freakin` hot and humid today.,negative,20083
 I`m here if u need to vent!,I`m here if u need to vent!,positive,20084
I think I might fall in love with jihoon in boys over flower.,love,positive,20085
 thanks for the add  I`ll try again signing in later when I get home. If still no such luck then I`ll email someone,thanks,positive,20086
_Perth Awesome...love top gear..whos your favourite?Got to admit i have a soft spot for captain slow,love top gear..,positive,20087
waiting for landlord to come see about our shower,waiting for landlord to come see about our shower,neutral,20088
 ohhh yea it is from the same film  and this one had been a fave for a longgggg time... any1 for humma humma?,d this one had been a fave for a longgggg time,positive,20089
This is great curl-up-in-a-ball-and-read later. I wish I had a book.,I wish I had a book.,positive,20090
hahaha yeah i see that. but he can`t twitter me back,hahaha yeah i see that. but he can`t twitter me back,neutral,20091
Dï¿½a sin sol... grrrrrrr.... ï¿½why? ï¿½WHYYY????????,Dï¿½a sin sol... grrrrrrr.... ï¿½why? ï¿½WHYYY????????,neutral,20092
"I don`t dig emo **** or that, but I like this song sorry emo`s  ? http://blip.fm/~5jg0u",like,positive,20093
is hanging out with the roomies. I adore the 4 gentlemen I live with. Great people and a good talk when discussing boy issues!!,Great,positive,20094
 agree with you about facehunter  embarrassing representation. compare to swedes who all look like they were born stylish.,agree with you,positive,20095
YES I AM GOING TO BE A SOPHMORE IN COLLEGE. Geez. Cant get a job cause everyone thinks im fifteen.,Geez.,negative,20096
is back here in plurk.  http://plurk.com/p/rq5ru,is back here in plurk.  http://plurk.com/p/rq5ru,neutral,20097
Another nice day again! Working in Goderich today so I can walk & enjoy the weather,enjoy,positive,20098
thinkin twitter is really quite borin,borin,negative,20099
winter flu has to twitter about logies to get noticed. haha. I love rove,I love rove,positive,20100
Good night you twitter people,Good night you twitter people,positive,20101
I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.,I hate,negative,20102
BOYSTOWN.  I`ll leave for Eastwood in 3hours.,BOYSTOWN.  I`ll leave for Eastwood in 3hours.,neutral,20103
Happy morning to everyone!,Happy,positive,20104
" ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x",good!,positive,20105
wishes people wouldn`t be so stubborn sometimes.,wishes,positive,20106
I just filled out the forms to stop contributing to the retirement account i had set up with my employer  I have to pay off my credit card,I just filled out the forms to stop contributing to the retirement account i had set up with my employer  I have to pay off my credit card,neutral,20107
 what I thought ur going somewhere that`s why I didn`t invitw u,what I thought ur going somewhere that`s why I didn`t invitw u,neutral,20108
 tnx for the repLy on myspace...,tnx for the repLy on myspace...,neutral,20109
"'Isn`t she lovely? Isn`t she beautiful?' Sorry Stevie, you`re not really in a position to make that judgement  #steviewonder",you`re not really in a position to make that judgement,negative,20110
"_FC sounds good  maybe some player quotes, photos etc I`m living in WA atm so would love bits and pieces from the Ady and Sun","sounds good  maybe some player quotes, photos etc I`m living in WA atm so would love bits and pieces from the Ady and Sun",neutral,20111
awesome night in the city,awesome,positive,20112
Heading to yale.. Grandmother in car accident,Grandmother in car accident,negative,20113
 luvvv it- but one aquestion-why isn`t there any full moon crazy tour date for toronto!?!?!?!!??!,luvvv it- but one aquestion-why isn`t there any full moon crazy tour date for toronto!,neutral,20114
"Ugh. I hate bad grades. 1st time I`ve ever failed a class and no As- B, B, D, W, I, I! Not like me at all","I hate bad grades. 1st time I`ve ever failed a class and no As- B, B, D, W, I, I! Not like me at all",negative,20115
Chillen with Csla.. Waiting to start.. Watchin pacquiao rerun..,Chillen with Csla.. Waiting to start.. Watchin pacquiao rerun..,neutral,20116
got to clean the bathroom today.,got to clean the bathroom today.,neutral,20117
New top!  http://tinyurl.com/cyd3pp,New top!,neutral,20118
 haha. thanks for listening to me rant on and on about nothing!  have a good NIGHT?,thanks for listening,positive,20119
Left 'Up' due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.,Left 'Up' due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.,neutral,20120
"Arrggghhh...dang post office.  Did not get the package in yet, may have to wait until tomorrow",dang,negative,20121
" Nope  Not that I have to worry about the possibility. I`m more worried about GOOG`s design than her personal taste, actually.",e worried,negative,20122
 Just study according to the notes that you had to copy and you`ll be fine.,you`ll be fine.,positive,20123
 THANKYOU!  <3 iloveyoutwoooo,THANKYOU!  <3 iloveyoutwoooo,positive,20124
" congrats, dreps! and good luck sa interview!","congrats,",positive,20125
 Road trip to Cincy to the limb store!!!!,Road trip to Cincy to the limb store!!!!,neutral,20126
_Cupcake I think only 23.  I get confused easy tho. LOL I hope so if so two stopped following me 2. I know one did already.,_Cupcake I think only 23.  I get confused easy tho. LOL I hope so if so two stopped following me 2. I know one did already.,neutral,20127
 Follow both because I don`t know which one will send it. PS Dont get your hopes up because she may not sen it,Dont get your hopes up,negative,20128
is sad yo hear about Ashleycat,is sad yo,negative,20129
ok gotta get my sub before everyone wakes up,ok gotta get my sub before everyone wakes up,neutral,20130
 don`t worry be happy Ryan,don`t worry be happy Ryan,positive,20131
 My best Vanilla in memory was from the Sharffenberger factory gift shop... Not sure where to get it now!,best,positive,20132
"So I got up, went outside planted a few flowers and watched a lee evans DVD. Who knew bank holidays were so fun",fun,positive,20133
Ughhhh...mad as ppl make me some times...I don`t like 2 have 2 do yucky thngs  I am NOT cut out 2 deal w HR stuf...ppl`s tears kill me!,Ughhhh...mad as ppl make me some times...I don`t like 2 have 2 do yucky thngs  I am NOT cut out 2 deal w HR stuf...ppl`s tears kill me!,negative,20134
 I wish I could really do that  I love having u around! Ill see what I can do.. ;) try to use that national champ pull lol,I love,positive,20135
Listening to `Fountain of youth` by Supastition  http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days,Listening to `Fountain of youth` by Supastition  http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days,neutral,20136
im blonding ... slowly but surely im blonding ... i wana scratch my hair but im not allowed,i wana scratch my hair but im not allowed,negative,20137
 it`s nto as good,s nto as good,negative,20138
" ~entonces estas perdonada porque sigues a tom conrad, who we all know is made of awesome",who we all know is made of awesome,positive,20139
" I need to check your TOS, Loic. Are you allowed to sleep? I don`t remember any mention of sleep there...","need to check your TOS, Loic. Are you allowed to sleep? I don`t remember any mention of sleep there...",neutral,20140
I`m at mcdonalds eating chicken nuggets with my kid so embarrased I droped my soda  haha it fell out of my tray lol,so embarrased,negative,20141
 aaaw... that`s very sweet of him. my girl friends gots to drag them hubbies just so we can 'nite-out'. unless my beer. LoL,that`s very sweet of him.,positive,20142
happy mother`s day mummy  i love you. xo,happy mother`s day mummy  i love you.,positive,20143
Great lunch at baby bulls.  Now time for work til 930.,Great,positive,20144
is now going to see his very ill uncle on saturday and the night at his house as even more bad news has come up,even more bad news has come up,negative,20145
Panera is not being nice to my iPhone,not being nice,negative,20146
 my internet is being a ***** again!!! wtf. i think im gonna sleep afterward. internet is driving me crazyyy!,wtf.,negative,20147
" geez, 15 years? You`d think they would have had that checked out years ago!","geez,",negative,20148
I just saw a shooting star... I made my wish,wish,positive,20149
"Lunch is boringgg  driving after school today, ugh hope i do better with mr. Dodd",Lunch is boringgg,negative,20150
last day at Adobe  buuuut I just registered for online tech writing course!,last day at Adobe  buuuut I just registered for online tech writing course!,neutral,20151
I wanna see the Jonas Brothers in concert..,I wanna see the Jonas Brothers in concert..,neutral,20152
 what about Your Body by Tom Novy or Voodoo Child by Rogue Traders. They are from 04/05. Good memories from these songs,Good memories,positive,20153
 I`ve been a fan of yours for years and you have been such an inspiration to me. You`re truly my idol  Best wishes to you,You`re truly my idol  Best wishes to you,positive,20154
GOD SCHOOL IS GOING TO SUCK **** NEXT YEAR!,SUCK **** NE,negative,20155
Still raining here in The Bay...I forget what sunshine looks like !,forget,negative,20156
 are you guys dead again?  I can`t load it up,I can`t load it up,negative,20157
" err you can turn on optimized js+css & caching once we deploy the thing, but I hear what you`re saying","err you can turn on optimized js+css & caching once we deploy the thing, but I hear what you`re saying",neutral,20158
Sunday morning and i realised im a film snob  as it said on MSN entertainment,snob,positive,20159
" Haha yes I do  it`s hard work, too! I didn`t get home until 3:00 AM, not like I sleep haha.","Haha yes I do  it`s hard work, too! I didn`t get home until 3:00 AM, not like I sleep haha.",neutral,20160
Last day in Dijon,Last day in Dijon,neutral,20161
"Happy Mother`s Day!!!  I`m at the beach with my family. It`s a warm, clear night with a beautiful full moon...",Happy Mother`s Day!!,positive,20162
 dont ignore me,dont ignore me,neutral,20163
"Head is pounding.  Well not really pounding, more like tapping I suppose.  Homework time.",pounding.,negative,20164
"_herdman middle-click is addictive, what can i say","_herdman middle-click is addictive, what can i say",neutral,20165
 just a concert i can`t go to due to trials,just a concert i can`t go to due to trials,neutral,20166
" LOL NOPE, saw a show on TV that claimed so, figured i`d try and get my own non-media stats","LOL NOPE, saw a show on TV that claimed so, figured i`d try and get my own non-media stats",neutral,20167
 I`m pretty sure my bum shape will still be imprinted there,I`m pretty sure,positive,20168
my mum was really happy about her pretty small present^^ oh wow tomorrow we can test one of her presents: one of the pasta recepies,happy,positive,20169
I can`t believe it`s Monday already! A week in Vancouver already gone.. what a good weekend,what a good weekend,positive,20170
I don`t wanna go to work,I don`t wanna go to work,negative,20171
These girls make me giggle  twinz twinz! Godda hit up the bbq in a few,These girls make me giggle  twinz twinz!,positive,20172
 Perfect. Thank you. Enjoy your sunday of no work,Perfect. Thank you.,positive,20173
 thats a bad start to the day!,thats a bad start to the day!,negative,20174
 Take that back. I am insulted.,insulted.,negative,20175
 Charlene my love. I miss you,Charlene my love. I miss you,negative,20176
is ready for summer!!!,is ready for summer!!!,neutral,20177
 haha. It does have a nice ring to it (: Lets get used to that. ok! iloveyoutoo.,It does have a nice ring to it (:,positive,20178
_ haha tell me about. I`ve had this feeling everyday of this week,_ haha tell me about. I`ve had this feeling everyday of this week,neutral,20179
 google away,google away,neutral,20180
Hahah. Love them!,Hahah. Love them!,positive,20181
 i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers,i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers,neutral,20182
Massive morning.. I`m stuffed now,Massive morning.. I`m stuffed now,neutral,20183
is debating giving twitter a proper go. now to try and understand it,is debating giving twitter a proper go. now to try and understand it,neutral,20184
On my way to nottingham..I so don`t want to be going,don`t want to be going,negative,20185
 jass warn me b4 u go to nxt war...i am there to have fun...,.i am there to have fun.,positive,20186
this is what i think about the world  at hannah montana set.... im missing tennessee ALOT today,im missing tennessee ALOT today,negative,20187
I have trouble with Starship troopers. They`re mean to the great big pink bug.,trouble,negative,20188
 Yup. Most of my hacks are all for fun  Here`s a quick video I made of it. I`ll follow up when it`s done.  http://bit.ly/3xm7D,Yup. Most of my hacks are all for fun  Here`s a quick video I made of it. I`ll follow up when it`s done.,neutral,20189
it was a hard weekend. too much alcohol on these **** 'weinfest',hard weekend.,negative,20190
 I`m okay. Ima go to the park and play some ball. Not in the best of moods. Got stress to relieve.,I`m okay. Ima go to the park and play some ball. Not in the best of moods. Got stress to relieve.,neutral,20191
going to work soon and so excited!  ugh id rather pluck my fingernails off,going to work soon and so excited!,positive,20192
" i suppose this will be in the blog post, but could u email me who was there too","i suppose this will be in the blog post, but could u email me who was there too",neutral,20193
 hey love whats up! my voice is shot  whats new with you,hey love whats up! my voice is shot  whats new with you,positive,20194
I`m watching The episode 3 Of JONAS OMJ,I`m watching The episode 3 Of JONAS OMJ,neutral,20195
Is feelin right rite now,feelin right,positive,20196
i`m so bored i can barely even tweet. i have nothing to talk about.  #boredboots,bored,negative,20197
"Looks like a beautiful day...and I am off work til Sunday, yay!! No bbq as yet though, gonna have to postpone my invitations","Looks like a beautiful day...and I am off work til Sunday, yay!!",positive,20198
 awwww jim jam  we`re good at dodging meatballs WOO,re good,positive,20199
Just burned my tongue!!,Just burned my tongue!!,negative,20200
" ITS A BANK HOLIDAY STUPID!! wait, they don`t have bank holidays in America... Okay keep on celebreting",Okay keep on celebreting,positive,20201
" AWESOME! It feels very fulfilling, doesn`****?  I`m gonna work on SOOOO many people over the summer! Totally excited!",AWESOME!,positive,20202
 NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/,NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing,neutral,20203
 Hehe! It is nice down there,nice,positive,20204
_FP Awh shoot. Make a detour and come to PR  forget Indiana haha,Make a detour and come to PR  forget Indiana haha,neutral,20205
" my favorite song is `Im standing here but you dont see me, i`d give it all for that to change` i dont know what its called",favorite,positive,20206
"Gone r the days wen we used to sit 4 exams.. no more exams, no more classes, no more bunking n no more fun..",no more fun..,negative,20207
  Happy Mother`s Day to ya tomorrow,Happy Mother`s Day,positive,20208
maaaaan last night was a funny night! sad aswell tho,maaaaan last night was a funny night! sad aswell tho,neutral,20209
my twitter says it needs a break  i`ll be back in a bit (capacity??),my twitter says it needs a break  i`ll be back in a bit (capacity??),neutral,20210
"watching a boring police prog after making a fab pasta dinner, trying to cut down on alcohol so only had water",boring,negative,20211
New word of the day: 'Whoore lure' yes... A new word for cologne. Thanks Mike Harding,Thanks Mike Harding,positive,20212
"Old enough to know better, young enough to not CARE!","Old enough to know better, young enough to not CARE!",neutral,20213
"Wishes I was going to the pxy summer jam, but can never seem to win",but can never seem to win,positive,20214
" haha.. yes, i`m jealous! i don`t have money to do all that!",jealous!,negative,20215
" Oh, that sounds bed..poor girl",.poor girl,negative,20216
<3 KoRn... You guys are champions of the world,You guys are champions of the world,positive,20217
 GILF = grandmother.,GILF = grandmother.,neutral,20218
Seems I brought a little Sikaflex caulk home with me... in my hair.,Seems I brought a little Sikaflex caulk home with me... in my hair.,neutral,20219
Off to England during the summer holidays this year.... yay!,yay!,positive,20220
wants to go see street dreams but it`s not playing anywhere near here,wants to go see street dreams but it`s not playing anywhere near here,neutral,20221
 I can`t die  I have a lunch date with rocio coming up plus some new shoes UGH!,s UGH,negative,20222
You guys dont get too drunk without me,You guys dont get too drunk without me,neutral,20223
"  Yes thanks, its been great. Soooooo not looking forward to Monday","Yes thanks, its been great. Soooooo not looking forward to Monday",neutral,20224
 comes to you. when is your atl show jljf i swear you will have fun they`re so much fun,fun,positive,20225
 won`t anyone give poor ernie reyes jr a break?,poor,negative,20226
 ... schedule says 10:30 class? I will be late for 10  #campjitterbug,... schedule says 10:30 class? I will be late for 10  #campjitterbug,neutral,20227
 That was like eight years ago. Not so sure it would happen now,That was like eight years ago. Not so sure it would happen now,neutral,20228
Dont worry babe,Dont worry babe,positive,20229
 I was going to but I`m siiiick  I`m so mad!!!! Jason said I have to recover fully before I go paintballin again! Are u playing?,I was going to but I`m siiiick  I`m so mad!!!! Jason said I have to recover fully before I go paintballin again! Are u playing?,negative,20230
" I`m in Devon this weekend! Cloudy, but dry.","I`m in Devon this weekend! Cloudy, but dry.",neutral,20231
"sad day, redskins release Jansen   Best wishes to him. http://twurl.nl/ueivwi","sad day, redskins release Jansen   Best wishes to him.",neutral,20232
"Im not doing the hunt, i was in the middle of making it but all my work got erased  sry guys, now i look like a idiot for replying 2 all u","all my work got erased  sry guys,",negative,20233
 yeah I LOVE CALI so much,h I LOVE CALI so much,positive,20234
_ci Im not reasonable... It`s 1:35am now and gotta wake up early tomorrow on my first day of holidays!  have a great evening!,_ci Im not reasonable... It`s 1:35am now and gotta wake up early tomorrow on my first day of holidays!  have a great evening!,neutral,20235
I love how simple my Safari toolbar is!  http://twitpic.com/4wssc/full,I love how simple my Safari toolbar is!,positive,20236
 hmmm no but I am member of knitterati.com.au what is ravelry offer?,hmmm no but I am member of knitterati.com.au what is ravelry offer?,neutral,20237
 I know! I`m totally excited,y excited,positive,20238
Not in front of the tv  wats the score an inning??,Not in front of the tv  wats the score an inning??,neutral,20239
"_Paradise Hi Dale, your welcome man! Hope ur weekend is going well. I think I would enjoy your Desert Paradise! fun, fun, fun!","fun,",positive,20240
I hate this bit,I hate this bit,negative,20241
is celebrating her 21st birthday,is celebrating her 21st birthday,neutral,20242
"I just got back from lunch at Rick & Brianï¿½s Cafe with my father; I had the French Dip and it was good, but his omelette was burnt.","it was good, but his omelette was burnt.",neutral,20243
working on short story...totally loving one of my secondary characters,loving,positive,20244
Just sittin here waitin for my coffee to be full grown on farm town before going to bed,Just sittin here waitin for my coffee to be full grown on farm town before going to bed,neutral,20245
This poor butterfly was dead  http://twitpic.com/66vlw,This poor butterfly was dead,negative,20246
about to drink a hot chocolate  yummy.,yummy.,positive,20247
 Yey! holiday Monday in Uk today ... have a chilled day,Yey! holiday Monday in Uk today ... have a chilled day,neutral,20248
i feel some type of way cause im not talkin to anyone...,i feel some type of way cause im not talkin to anyone...,neutral,20249
 May the fourth be with you,May the fourth be with you,neutral,20250
 I am actually wanting to buy a bus one day & turn it into a motor home. Imagine a whopping big BlokesLib logo on it,I am actually wanting to buy a bus one day & turn it into a motor home. Imagine a whopping big BlokesLib logo on it,neutral,20251
 happy birthday!,happy birthday!,positive,20252
Hanging out with  and the Berlin Jarn guys.  http://yfrog.com/8c36ej,Hanging out with  and the Berlin Jarn guys.  http://yfrog.com/8c36ej,neutral,20253
 i know  i`m tweeting more now though don`t you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,h don`t you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,negative,20254
 haha yeah it was,haha yeah it was,neutral,20255
I have a stupid headache on my day off.,stupid headache,negative,20256
Burnt 3 of my fingers from trying to keep my hands warm over the rice cooker.,Burnt,negative,20257
_Sweethearts Im following you but you aren`t on my DM list  Can you try to DM me?,_Sweethearts Im following you but you aren`t on my DM list  Can you try to DM me?,neutral,20258
I love my puppy,I love my puppy,positive,20259
is putting on her 'suit' (&dont mean jeans&T)&Heading over 2 T-town 2 deal w/ family emergency PLEZ PRAY 4Us  BE back by 630P God willing!,is putting on her 'suit' (&dont mean jeans&T)&Heading over 2 T-town 2 deal w/ family emergency PLEZ PRAY 4Us  BE back by 630P God willing!,neutral,20260
I wanna talk to Mitchel Mussoooooo,I wanna talk to Mitchel Mussoooooo,neutral,20261
Ugh 3 more hours,Ugh 3 more hours,neutral,20262
"I`m loving the fact that there is tension on the set of Iron Man 2, poor Gwenyth can`t handle being in Scarlett`s shadow","I`m loving the fact that there is tension on the set of Iron Man 2, poor Gwenyth can`t handle being in Scarlett`s shadow",neutral,20263
OMG!!  Booth`s hallucination in the latest epi of Bones is absolutely brilliant  'you`re a gud lookin guy.. if u keep an open mind' LOL!,absolutely brilliant,positive,20264
" we dont have the points yet, was talkedabout it though - first ticket I get in my whole driving career up to date, not bad","we dont have the points yet, was talkedabout it though - first ticket I get in my whole driving career up to date, not bad",neutral,20265
Officially drugged up and taking a nap. Allergies ain`t no joke. Never had them this bad since two days ago.,Never had them this bad,negative,20266
 bahaha.. Weekends are just too short.. Esp when it`s nice out! I wanna stop time like evie on outta this world! Morning!,bahaha.. Weekends are just too short.. Esp when it`s nice out! I wanna stop time like evie on outta this world! Morning!,positive,20267
"had an amazingly unproductive day, but i loved it  time to go catch up on sleep!","had an amazingly unproductive day, but i loved it  time to go catch up on sleep!",positive,20268
Cannot wait to get all dolled up and go out tonight,Cannot wait,positive,20269
I really ain`t woth a ****. I can`t do anythin right.   What`s wrong with me?,What`s wrong with me?,negative,20270
 eat (cup)cake,eat (cup)cake,neutral,20271
 **** it. You don`t look well. You have to go home.,**** it.,negative,20272
_v  haha i was in your boat yesterday.. you`ll pick it up in no time,haha,positive,20273
"ahhh ... i don`t care, i love this movie in all it`s cheesy-ness",love,positive,20274
****. I got a math test today.,****.,negative,20275
" Kiran, Sorry about ur bad land`g: Hope ur neck feels better. At least, u didn`t break it like JD. Btw, ur in fine shape.","Kiran, Sorry about ur bad land`g: Hope ur neck feels better. At least, u didn`t break it like JD. Btw, ur in fine shape.",neutral,20276
is tanning with emily! too bad its prob gonna rain,bad,negative,20277
"_Morales I like you. I mean as a random person, because I obviously don`t know you. but. we think alike",I like you.,positive,20278
"juss boredd, !","boredd,",negative,20279
 i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks,i love you,positive,20280
just got done washing dishes not too long ago,just got done washing dishes not too long ago,neutral,20281
 time will tell,time will tell,neutral,20282
 and i got hello kitty tattoos!  she`s a ballerina and i`m a ladybug,and i got hello kitty tattoos!  she`s a ballerina and i`m a ladybug,neutral,20283
 yea it is.  thanks for the link.,thanks,positive,20284
forgot the pin of my debit card. thank God the card still works after several attempts. just bought cake for sister`s birthday. wheew!,thank God th,positive,20285
Leaving for work.. 5:30 can`t get here soon enough!  hope everyone has a great day!,great,positive,20286
http://twitpic.com/67x8k - WITH MY FRIENDS WERE IN OUR WORK,WITH MY FRIENDS WERE IN OUR WORK,neutral,20287
 I thought every weekend was a long weekend in California,I thought every weekend was a long weekend in California,neutral,20288
Little kids annoy the hell outa me by being all active and shouting and attacking me Etc.,attacking,negative,20289
#Trackflashback: 'I Believe In A Thing Called Love' by The Darkness - check it out...,#Trackflashback: 'I Believe In A Thing Called Love' by The Darkness - check it out...,neutral,20290
is freaking exhausted...need to go to bed....gotta get up early YUCK....HAPPY MOTHER`S DAY TO ALL YOU MOMMIES OUT THERE,is freaking exhausted...need to go to bed....gotta get up early YUCK....HAPPY MOTHER`S DAY TO ALL YOU MOMMIES OUT THERE,neutral,20291
off to liverpool now!,off to liverpool now!,neutral,20292
 YEAY!. haha. thank you so much jiah,YEAY!. haha. thank you,positive,20293
partying in the study room,partying in the study room,neutral,20294
Another friend knocked up.   Pretty soon everyone will have kids. Goodbye carefree youth!,Another friend knocked up.   Pretty soon everyone will have kids. Goodbye carefree youth!,positive,20295
_127 poor baby  you need some aloe. Nope sorry no hints,poor baby,negative,20296
 bless her lil socks... think they need to rethink the age thing me,bless,positive,20297
happy mothers day to all   im off to spend the day with my family,happy,positive,20298
 I dont know  I didnt even realize it was gone  let me put it up again...darn twitter!,...dar,negative,20299
" And these poor, unfortunate souls don`t appear to have any pants at all...  ? http://blip.fm/~78qvz",unfortunate,negative,20300
"winding down, love having a low key day.",love,positive,20301
  totally missed the chatroom. I`m so lame,y missed,negative,20302
 Yeah,Yeah,neutral,20303
Can`t even tell you how much this hair dresser is pissssssing me off she has no clue wtf I`m asking her to do..so I`m expecting the worst,pissssssing,negative,20304
  _erincharde  hey you guys should invite me out...moody is my only friend these days,e  hey you guys should invite me out...moody is my only friend these day,neutral,20305
 Awww Thatss Well Sad  x,Sad,negative,20306
" Yeah, that was my thumb last night. Sorry",Sorry,negative,20307
    Ive been dying for those!! They just so expensive in little sizes.,Ive been dying for those!! They just so expensive in little sizes,neutral,20308
I feel like... I`m not gonna make it this year,I`m not gonna make it this year,negative,20309
"I must have applied for about 20 jobs every day this week, why won`t one of them contact me???","I must have applied for about 20 jobs every day this week, why won`t one of them contact me???",neutral,20310
I seriously need to find out why my laptop sometimes gets so hot. BBL after errands & pricing 'comp fixes'. Not many places left 4 that.,I seriously,negative,20311
 It was truly awful,It was truly awful,negative,20312
"Tuesday, Wednesday, Thursday and Friday = EXAM !!  wow ****",wow ****,neutral,20313
Now I remembered the password,Now I remembered the password,neutral,20314
  sorry to hear that. Is is a 365?,sorry,negative,20315
sometimes i forget my favorite **** stars are real people too.  made orange chicken last night and cut his finger off! sad!,sad!,negative,20316
 i wish i could call but i live in the uk and i don`t have the cash to call,i don`t have the cash to call,negative,20317
Field day is sad. No ribbons for me.,Field day is sad.,negative,20318
still sick  @ Home http://loopt.us/iArPRg.t,still sick,negative,20319
 i`ll go for wanda sykes,i`ll go for wanda sykes,neutral,20320
"Had a great night, ashleigh makes a good dance teacher  And we kicked Bens butt at a pillow fight!","Had a great night, ashleigh makes a good dance teacher",positive,20321
Hate to break every1`s heart but confirmation jus came in that Austin & Sophia do NOT & never had a twitter  another sad day!!,another sad day!!,negative,20322
 Have fun amorsote even tho u forgot my bday which is today,Have fun amorsote even tho u forgot my bday which is today,neutral,20323
 most likelyy. Just need to save the money and practice my **** off.,save,positive,20324
  damned hordies,damned,negative,20325
